user_id,install_date,country,platform,acquisition_channel,is_payer,sessions
115,2024-02-06,UK,Android,Google Ads,0,19
116,2024-04-08,DE,Android,Organic,0,25
117,2024-06-20,BR,Android,Facebook Ads,0,24
118,2024-04-13,CA,Android,Facebook Ads,1,19
119,2024-02-04,FR,iOS,Influencer,1,19
120,2024-04-10,FR,Android,Influencer,0,24
121,2024-06-23,ES,Android,Cross-promo,0,17
122,2024-05-10,FR,Android,Organic,0,14
123,2024-01-01,UK,iOS,Organic,0,24
124,2024-01-05,US,iOS,Facebook Ads,1,16
125,2024-05-21,US,Android,Influencer,0,17
126,2024-04-12,CA,iOS,Google Ads,0,17
127,2024-01-27,BR,iOS,Organic,0,21
128,2024-05-16,ES,iOS,TikTok Ads,0,20
129,2024-01-15,US,Android,Google Ads,1,22
130,2024-03-30,US,iOS,Google Ads,0,25
131,2024-02-11,UK,Android,Facebook Ads,0,21
132,2024-05-03,DE,Android,Facebook Ads,0,25
133,2024-06-27,BR,iOS,Facebook Ads,0,20
134,2024-03-03,US,Android,Facebook Ads,1,16
135,2024-04-05,DE,Android,Organic,0,18
136,2024-02-21,ES,iOS,Organic,0,15
137,2024-04-05,UK,iOS,Organic,0,31
138,2024-05-11,MX,iOS,Influencer,0,19
139,2024-05-30,MX,Android,Facebook Ads,0,14
140,2024-05-22,BR,iOS,Influencer,0,13
141,2024-06-19,BR,Android,TikTok Ads,0,17
142,2024-01-29,ES,Android,Influencer,0,23
143,2024-02-05,US,Android,Organic,0,17
144,2024-01-13,US,iOS,Organic,0,16
145,2024-06-08,CA,iOS,Organic,1,18
146,2024-03-11,US,iOS,Google Ads,0,23
147,2024-03-26,US,iOS,Facebook Ads,0,8
148,2024-01-28,BR,Android,Organic,0,17
149,2024-03-06,ES,Android,Google Ads,0,26
150,2024-06-18,BR,Android,Facebook Ads,0,18
151,2024-02-14,DE,iOS,Google Ads,1,20
152,2024-03-02,CA,iOS,Influencer,0,27
153,2024-05-13,ES,Android,Influencer,0,21
154,2024-01-28,UK,Android,Organic,0,26
155,2024-01-28,US,iOS,Organic,0,14
156,2024-04-17,US,Android,Facebook Ads,0,20
157,2024-02-13,DE,iOS,Organic,0,25
158,2024-03-24,US,iOS,Organic,0,22
159,2024-01-30,US,Android,Cross-promo,0,34
160,2024-03-15,US,Android,Cross-promo,0,17
161,2024-05-07,BR,iOS,Organic,0,19
162,2024-04-01,MX,Android,TikTok Ads,0,26
163,2024-05-08,ES,Android,Organic,0,22
164,2024-04-30,US,Android,Facebook Ads,0,19
165,2024-01-27,DE,Android,Google Ads,1,19
166,2024-04-30,US,iOS,Facebook Ads,0,18
167,2024-04-25,DE,iOS,TikTok Ads,0,20
168,2024-01-03,DE,Android,Cross-promo,0,17
169,2024-04-12,BR,Android,Organic,0,23
170,2024-06-03,UK,iOS,Influencer,0,20
171,2024-05-16,UK,Android,Facebook Ads,0,24
172,2024-03-02,MX,Android,Facebook Ads,0,22
173,2024-06-13,UK,Android,Organic,0,14
174,2024-02-20,MX,Android,TikTok Ads,0,17
175,2024-06-20,UK,Android,TikTok Ads,1,13
176,2024-05-31,BR,iOS,Influencer,0,19
177,2024-02-28,BR,Android,Organic,0,16
178,2024-04-27,ES,iOS,Organic,0,14
179,2024-06-08,US,Android,Organic,0,26
180,2024-04-05,MX,Android,Facebook Ads,0,25
181,2024-06-28,CA,iOS,Organic,1,22
182,2024-04-22,ES,iOS,Organic,0,18
183,2024-03-02,US,iOS,Organic,0,16
184,2024-02-21,DE,Android,Organic,0,22
185,2024-01-12,UK,iOS,Facebook Ads,0,17
186,2024-02-08,CA,iOS,Facebook Ads,0,17
187,2024-05-09,DE,Android,TikTok Ads,0,20
188,2024-05-10,UK,iOS,TikTok Ads,0,15
189,2024-04-22,UK,iOS,Google Ads,0,18
190,2024-04-10,US,Android,TikTok Ads,1,19
191,2024-04-22,UK,Android,Organic,0,26
192,2024-03-21,FR,iOS,Facebook Ads,0,18
193,2024-04-22,BR,Android,Organic,0,15
194,2024-01-02,BR,Android,Organic,0,24
195,2024-05-09,MX,Android,Google Ads,0,31
196,2024-02-23,ES,Android,TikTok Ads,0,16
197,2024-03-27,DE,Android,Organic,0,17
198,2024-05-08,UK,Android,Organic,1,20
199,2024-05-26,UK,iOS,Google Ads,0,17
200,2024-05-05,ES,Android,Organic,0,24
201,2024-05-09,BR,iOS,TikTok Ads,0,21
202,2024-02-22,US,Android,TikTok Ads,0,25
203,2024-06-20,BR,Android,Facebook Ads,0,28
204,2024-06-08,UK,iOS,Influencer,0,20
205,2024-06-08,US,iOS,Organic,0,29
206,2024-03-08,CA,iOS,Organic,1,21
207,2024-05-02,UK,iOS,TikTok Ads,0,18
208,2024-05-24,ES,Android,Cross-promo,1,25
209,2024-02-07,MX,Android,Cross-promo,0,20
210,2024-01-24,BR,Android,Organic,0,19
211,2024-03-09,ES,Android,Google Ads,0,23
212,2024-04-25,DE,iOS,Organic,0,25
213,2024-04-07,UK,Android,Google Ads,0,14
214,2024-05-18,MX,Android,TikTok Ads,0,20
215,2024-05-23,ES,Android,Influencer,0,22
216,2024-04-06,ES,iOS,Facebook Ads,0,22
217,2024-05-03,US,iOS,Influencer,0,21
218,2024-03-10,US,iOS,Influencer,0,21
219,2024-04-02,UK,Android,Facebook Ads,0,16
220,2024-01-03,FR,iOS,Facebook Ads,0,14
221,2024-05-27,BR,Android,Facebook Ads,0,22
222,2024-06-12,DE,Android,Facebook Ads,0,17
223,2024-05-26,US,Android,TikTok Ads,0,22
224,2024-03-30,US,iOS,Organic,0,17
225,2024-05-26,UK,Android,Facebook Ads,0,22
226,2024-05-27,MX,Android,Facebook Ads,0,20
227,2024-04-05,BR,iOS,Organic,0,16
228,2024-02-21,CA,Android,Facebook Ads,0,16
229,2024-06-09,US,Android,Facebook Ads,1,25
230,2024-06-16,FR,iOS,Google Ads,0,15
231,2024-05-07,ES,Android,Organic,0,31
232,2024-02-08,ES,iOS,Influencer,0,23
233,2024-03-22,DE,iOS,Facebook Ads,0,18
234,2024-04-13,CA,Android,Google Ads,0,23
235,2024-05-08,CA,iOS,Organic,0,20
236,2024-01-11,US,iOS,Google Ads,0,20
237,2024-06-26,US,iOS,Facebook Ads,0,21
238,2024-05-30,UK,iOS,Organic,0,13
239,2024-06-07,FR,iOS,Organic,0,13
240,2024-02-11,US,Android,Organic,1,17
241,2024-04-08,ES,iOS,Facebook Ads,0,14
242,2024-01-07,BR,iOS,Organic,0,17
243,2024-05-23,BR,iOS,Organic,0,33
244,2024-03-30,US,iOS,Cross-promo,1,29
245,2024-04-21,MX,iOS,Organic,0,19
246,2024-02-29,BR,Android,Google Ads,0,23
247,2024-04-22,US,Android,Organic,1,16
248,2024-01-02,FR,Android,TikTok Ads,0,21
249,2024-05-08,BR,iOS,Google Ads,1,27
250,2024-02-17,CA,Android,Organic,0,23
251,2024-05-19,CA,Android,Google Ads,1,21
252,2024-02-06,FR,Android,TikTok Ads,0,26
253,2024-06-08,ES,iOS,Organic,0,19
254,2024-01-09,ES,iOS,Facebook Ads,0,14
255,2024-04-08,UK,Android,TikTok Ads,0,22
256,2024-05-26,BR,Android,Organic,0,23
257,2024-02-17,US,Android,Facebook Ads,0,21
258,2024-05-10,ES,iOS,TikTok Ads,0,21
259,2024-05-27,US,iOS,Cross-promo,0,22
260,2024-05-31,US,Android,Google Ads,0,22
261,2024-02-23,MX,Android,Organic,0,18
262,2024-04-29,CA,Android,Google Ads,0,16
263,2024-06-09,US,iOS,Organic,1,27
264,2024-05-31,MX,Android,Facebook Ads,0,19
265,2024-04-25,FR,iOS,Google Ads,0,24
266,2024-03-15,UK,iOS,Organic,0,22
267,2024-04-22,BR,Android,Google Ads,0,23
268,2024-06-12,US,Android,Facebook Ads,0,16
269,2024-06-14,FR,iOS,Organic,0,20
270,2024-04-13,DE,Android,Facebook Ads,0,15
271,2024-03-24,US,Android,Facebook Ads,0,21
272,2024-04-21,US,Android,Facebook Ads,0,15
273,2024-04-08,MX,iOS,Organic,0,18
274,2024-06-01,DE,iOS,TikTok Ads,1,9
275,2024-04-02,ES,Android,Organic,0,26
276,2024-05-25,US,Android,TikTok Ads,0,18
277,2024-05-07,MX,Android,Organic,0,11
278,2024-04-19,DE,iOS,Organic,1,25
279,2024-03-22,US,Android,Facebook Ads,0,19
280,2024-02-23,BR,Android,Facebook Ads,0,19
281,2024-06-11,US,Android,Facebook Ads,1,22
282,2024-06-17,UK,Android,Google Ads,0,20
283,2024-06-09,MX,Android,Facebook Ads,0,17
284,2024-03-08,BR,iOS,Facebook Ads,0,22
285,2024-02-02,US,Android,TikTok Ads,1,13
286,2024-05-21,FR,Android,Organic,1,27
287,2024-01-21,BR,Android,Influencer,0,17
288,2024-02-17,MX,Android,TikTok Ads,0,18
289,2024-05-27,US,iOS,Organic,0,20
290,2024-05-07,US,Android,Google Ads,0,21
291,2024-05-15,FR,Android,Organic,0,19
292,2024-05-14,BR,iOS,Influencer,0,14
293,2024-05-24,US,Android,Facebook Ads,0,15
294,2024-05-07,BR,Android,Organic,0,18
295,2024-02-02,FR,iOS,Google Ads,0,21
296,2024-06-24,BR,iOS,Google Ads,0,12
297,2024-04-24,FR,iOS,Google Ads,1,16
298,2024-04-28,MX,iOS,Organic,0,25
299,2024-01-22,US,iOS,Google Ads,0,21
300,2024-06-06,US,Android,Influencer,0,24
301,2024-02-07,DE,iOS,Cross-promo,0,20
302,2024-04-18,DE,Android,Google Ads,0,26
303,2024-02-20,DE,iOS,TikTok Ads,0,19
304,2024-01-08,UK,Android,Cross-promo,0,12
305,2024-01-27,UK,iOS,Organic,0,17
306,2024-01-27,US,Android,Facebook Ads,0,18
307,2024-01-21,UK,iOS,Organic,0,20
308,2024-01-30,BR,iOS,Facebook Ads,0,16
309,2024-04-06,FR,iOS,Influencer,0,19
310,2024-01-28,CA,Android,Cross-promo,0,24
311,2024-04-20,UK,iOS,Influencer,0,21
312,2024-03-01,CA,Android,Organic,1,21
313,2024-02-17,US,iOS,TikTok Ads,0,18
314,2024-05-26,US,iOS,TikTok Ads,0,14
315,2024-01-04,BR,iOS,Facebook Ads,0,23
316,2024-02-04,MX,Android,Google Ads,0,23
317,2024-02-18,US,iOS,Influencer,0,26
318,2024-01-17,UK,iOS,Cross-promo,0,26
319,2024-06-20,BR,Android,Organic,0,21
320,2024-06-06,DE,iOS,Organic,0,21
321,2024-02-15,MX,Android,Influencer,0,21
322,2024-04-26,MX,iOS,Organic,1,20
323,2024-01-06,US,Android,Organic,1,21
324,2024-04-08,CA,Android,Organic,0,24
325,2024-05-03,DE,iOS,Facebook Ads,0,11
326,2024-02-06,US,iOS,Organic,0,14
327,2024-01-24,UK,Android,TikTok Ads,0,17
328,2024-04-02,CA,Android,Google Ads,0,18
329,2024-02-15,UK,Android,Facebook Ads,0,18
330,2024-04-04,UK,Android,Cross-promo,0,24
331,2024-04-08,MX,iOS,Influencer,0,16
332,2024-04-25,CA,Android,Influencer,0,25
333,2024-06-08,US,Android,Facebook Ads,0,17
334,2024-06-09,ES,Android,TikTok Ads,0,21
335,2024-03-07,MX,Android,Organic,0,22
336,2024-05-07,US,Android,Organic,1,26
337,2024-01-18,BR,Android,Influencer,0,20
338,2024-01-25,BR,Android,Facebook Ads,1,24
339,2024-02-23,MX,iOS,Organic,0,22
340,2024-02-27,US,iOS,TikTok Ads,0,28
341,2024-03-07,UK,iOS,Facebook Ads,0,20
342,2024-04-13,US,Android,Organic,1,14
343,2024-06-22,DE,Android,Organic,0,15
344,2024-01-24,UK,iOS,Google Ads,1,18
345,2024-04-23,BR,iOS,Facebook Ads,0,17
346,2024-02-01,DE,iOS,Organic,0,19
347,2024-06-23,US,iOS,Organic,0,22
348,2024-03-26,MX,Android,Organic,0,16
349,2024-05-30,CA,Android,Organic,0,25
350,2024-05-06,CA,Android,Influencer,0,22
351,2024-06-03,ES,iOS,Facebook Ads,1,21
352,2024-05-09,US,Android,Google Ads,0,21
353,2024-01-17,US,Android,Facebook Ads,0,12
354,2024-04-13,US,Android,Facebook Ads,0,25
355,2024-06-09,DE,Android,TikTok Ads,0,23
356,2024-05-16,US,Android,TikTok Ads,0,21
357,2024-02-12,US,Android,Organic,0,17
358,2024-06-24,MX,iOS,Google Ads,0,14
359,2024-02-08,FR,Android,Google Ads,0,24
360,2024-06-18,MX,iOS,Facebook Ads,0,16
361,2024-01-26,CA,iOS,Organic,0,22
362,2024-04-08,MX,iOS,Organic,0,23
363,2024-02-19,ES,iOS,Organic,0,23
364,2024-06-01,ES,Android,Google Ads,1,21
365,2024-05-31,FR,iOS,TikTok Ads,0,25
366,2024-01-13,US,Android,Organic,0,20
367,2024-02-29,US,iOS,Google Ads,0,18
368,2024-05-14,FR,Android,Google Ads,0,18
369,2024-02-26,MX,Android,Google Ads,0,21
370,2024-02-05,CA,iOS,Facebook Ads,0,21
371,2024-06-21,CA,Android,Google Ads,0,26
372,2024-01-20,US,Android,Influencer,0,10
373,2024-03-05,CA,Android,Influencer,1,23
374,2024-01-08,FR,Android,Organic,0,22
375,2024-05-23,UK,Android,Organic,0,18
376,2024-05-21,US,iOS,Facebook Ads,0,19
377,2024-04-24,US,Android,Facebook Ads,0,18
378,2024-05-22,DE,Android,Facebook Ads,0,15
379,2024-04-01,UK,iOS,Facebook Ads,0,19
380,2024-04-07,US,Android,Influencer,0,28
381,2024-03-06,US,Android,Google Ads,0,15
382,2024-02-01,CA,iOS,Facebook Ads,0,20
383,2024-03-26,CA,Android,Facebook Ads,0,22
384,2024-02-20,US,Android,TikTok Ads,0,18
385,2024-06-01,ES,iOS,Organic,0,19
386,2024-03-03,FR,Android,Organic,0,20
387,2024-05-04,DE,Android,Facebook Ads,0,25
388,2024-05-29,BR,iOS,Cross-promo,1,28
389,2024-02-27,DE,Android,TikTok Ads,0,20
390,2024-02-27,BR,Android,Facebook Ads,0,21
391,2024-03-26,BR,Android,Organic,0,23
392,2024-02-18,BR,iOS,Facebook Ads,0,19
393,2024-06-28,ES,Android,Influencer,0,18
394,2024-06-18,ES,Android,Google Ads,1,21
395,2024-03-10,DE,Android,Facebook Ads,0,18
396,2024-01-15,US,Android,Google Ads,0,19
397,2024-02-23,MX,iOS,Cross-promo,0,15
398,2024-04-10,ES,iOS,Facebook Ads,0,22
399,2024-01-08,MX,iOS,Facebook Ads,0,18
400,2024-02-22,BR,Android,Facebook Ads,0,21
401,2024-02-29,US,Android,Facebook Ads,0,20
402,2024-04-17,MX,Android,Google Ads,0,17
403,2024-01-05,FR,Android,Organic,0,21
404,2024-04-12,CA,iOS,Facebook Ads,0,17
405,2024-01-06,MX,iOS,Organic,0,35
406,2024-04-18,FR,iOS,Influencer,0,13
407,2024-04-25,BR,Android,Organic,1,16
408,2024-04-03,UK,Android,Cross-promo,0,17
409,2024-02-16,FR,Android,Cross-promo,0,25
410,2024-04-08,BR,Android,Facebook Ads,0,24
411,2024-02-24,MX,Android,Organic,0,20
412,2024-06-16,ES,iOS,Organic,0,25
413,2024-02-21,US,Android,Organic,0,20
414,2024-05-23,BR,iOS,Organic,0,23
415,2024-01-13,CA,iOS,Facebook Ads,0,14
416,2024-04-23,CA,Android,Google Ads,1,26
417,2024-05-03,MX,Android,Organic,0,12
418,2024-04-15,CA,iOS,TikTok Ads,0,17
419,2024-06-06,BR,iOS,Facebook Ads,0,22
420,2024-05-26,DE,iOS,Organic,0,23
421,2024-05-24,BR,iOS,Organic,0,18
422,2024-04-29,US,Android,Facebook Ads,0,22
423,2024-03-03,DE,Android,Organic,1,22
424,2024-01-19,BR,Android,Google Ads,0,27
425,2024-04-01,UK,iOS,Facebook Ads,0,24
426,2024-02-27,ES,iOS,Google Ads,0,16
427,2024-03-30,MX,iOS,Organic,0,17
428,2024-04-26,FR,Android,TikTok Ads,0,14
429,2024-03-02,US,Android,Organic,0,23
430,2024-01-23,FR,iOS,TikTok Ads,0,25
431,2024-05-06,MX,iOS,Organic,0,8
432,2024-05-16,FR,iOS,Organic,0,15
433,2024-05-19,DE,iOS,Organic,0,27
434,2024-05-08,DE,iOS,Facebook Ads,0,7
435,2024-02-27,ES,Android,Influencer,0,21
436,2024-05-01,UK,Android,Organic,1,21
437,2024-01-01,MX,iOS,Organic,0,17
438,2024-02-03,FR,iOS,Organic,0,14
439,2024-04-05,DE,iOS,Organic,0,12
440,2024-05-05,US,iOS,Organic,1,24
441,2024-04-27,US,Android,Google Ads,0,21
442,2024-02-17,US,Android,Organic,0,27
443,2024-03-29,US,iOS,Organic,0,18
444,2024-04-26,US,Android,Google Ads,0,21
445,2024-05-08,US,Android,Facebook Ads,0,15
446,2024-01-16,US,iOS,Organic,0,17
447,2024-03-09,MX,iOS,Cross-promo,0,23
448,2024-01-22,CA,iOS,Facebook Ads,0,22
449,2024-04-02,UK,Android,Google Ads,0,22
450,2024-03-16,US,Android,Influencer,1,26
451,2024-06-02,DE,Android,Influencer,0,19
452,2024-05-23,UK,Android,Organic,1,19
453,2024-06-27,US,Android,Organic,0,26
454,2024-03-26,UK,Android,TikTok Ads,0,19
455,2024-01-29,BR,Android,Google Ads,0,22
456,2024-03-09,CA,Android,Organic,0,24
457,2024-02-16,UK,iOS,Organic,0,16
458,2024-04-03,MX,iOS,Google Ads,1,23
459,2024-05-23,MX,iOS,TikTok Ads,0,21
460,2024-06-24,US,Android,Google Ads,1,12
461,2024-03-25,US,Android,TikTok Ads,0,23
462,2024-02-08,DE,iOS,Organic,0,20
463,2024-04-09,US,Android,Organic,0,15
464,2024-02-02,US,iOS,Organic,0,22
465,2024-04-10,FR,Android,Cross-promo,0,28
466,2024-01-23,UK,Android,TikTok Ads,0,19
467,2024-01-10,US,Android,Google Ads,1,29
468,2024-03-09,FR,iOS,Organic,0,18
469,2024-04-09,DE,Android,Google Ads,0,26
470,2024-02-03,BR,iOS,Influencer,0,17
471,2024-06-28,US,Android,TikTok Ads,0,27
472,2024-05-17,CA,iOS,TikTok Ads,0,21
473,2024-05-26,BR,Android,Organic,1,18
474,2024-04-05,BR,Android,TikTok Ads,0,22
475,2024-01-01,US,Android,Facebook Ads,1,25
476,2024-03-09,BR,Android,Facebook Ads,0,20
477,2024-01-04,UK,iOS,Cross-promo,0,12
478,2024-01-16,US,iOS,Organic,0,21
479,2024-01-24,DE,iOS,Influencer,0,20
480,2024-03-20,US,iOS,Organic,0,23
481,2024-01-02,CA,Android,Facebook Ads,0,13
482,2024-05-07,US,Android,Organic,0,14
483,2024-06-08,UK,Android,Facebook Ads,0,14
484,2024-03-24,FR,iOS,TikTok Ads,0,14
485,2024-05-31,BR,Android,Organic,0,22
486,2024-05-19,MX,Android,TikTok Ads,0,27
487,2024-06-26,US,Android,Facebook Ads,0,21
488,2024-06-11,DE,iOS,Influencer,0,16
489,2024-05-03,FR,Android,Facebook Ads,0,18
490,2024-02-02,US,iOS,Organic,1,18
491,2024-06-09,UK,Android,Influencer,0,18
492,2024-06-27,US,Android,Influencer,0,28
493,2024-06-19,MX,Android,Organic,0,17
494,2024-04-10,FR,Android,Cross-promo,0,24
495,2024-01-12,US,iOS,Facebook Ads,0,22
496,2024-03-07,MX,iOS,Influencer,0,27
497,2024-03-05,BR,iOS,Organic,0,20
498,2024-06-09,FR,Android,Organic,0,16
499,2024-06-16,BR,iOS,TikTok Ads,0,26
500,2024-03-14,US,Android,Influencer,0,28
501,2024-02-12,UK,Android,Organic,0,14
502,2024-02-13,FR,Android,Facebook Ads,0,27
503,2024-01-29,US,iOS,TikTok Ads,0,19
504,2024-05-20,ES,iOS,Facebook Ads,0,11
505,2024-01-12,US,Android,TikTok Ads,0,22
506,2024-04-04,FR,Android,Google Ads,0,15
507,2024-02-15,DE,Android,Google Ads,1,17
508,2024-05-09,UK,iOS,Influencer,0,21
509,2024-02-04,CA,Android,Facebook Ads,0,20
510,2024-03-21,ES,Android,TikTok Ads,0,19
511,2024-03-30,BR,iOS,Google Ads,0,15
512,2024-01-08,MX,Android,Facebook Ads,0,14
513,2024-04-02,DE,Android,Organic,0,21
514,2024-06-02,FR,iOS,Influencer,0,15
515,2024-03-30,CA,iOS,Organic,1,24
516,2024-06-10,US,Android,Organic,0,22
517,2024-04-24,FR,Android,Cross-promo,0,24
518,2024-04-14,UK,iOS,Organic,0,20
519,2024-05-14,ES,iOS,Influencer,1,17
520,2024-02-27,US,Android,Organic,0,29
521,2024-04-23,US,Android,Facebook Ads,0,33
522,2024-03-15,BR,Android,Organic,0,17
523,2024-06-05,BR,iOS,Organic,0,20
524,2024-04-29,DE,iOS,Google Ads,0,19
525,2024-06-12,FR,Android,Cross-promo,0,17
526,2024-01-21,CA,iOS,Influencer,0,29
527,2024-06-12,FR,Android,Cross-promo,0,21
528,2024-05-17,BR,iOS,Google Ads,0,18
529,2024-04-10,DE,iOS,Organic,0,18
530,2024-05-31,US,Android,Facebook Ads,0,18
531,2024-06-25,US,Android,Google Ads,0,20
532,2024-04-08,CA,Android,Organic,0,25
533,2024-02-05,UK,Android,TikTok Ads,0,14
534,2024-04-05,US,Android,Google Ads,0,22
535,2024-05-31,UK,iOS,Facebook Ads,0,20
536,2024-05-30,US,iOS,Organic,1,31
537,2024-02-06,MX,Android,Organic,0,21
538,2024-01-12,US,iOS,Cross-promo,1,17
539,2024-04-22,UK,Android,TikTok Ads,1,18
540,2024-01-13,US,Android,Google Ads,0,20
541,2024-01-23,BR,Android,Influencer,0,18
542,2024-04-08,ES,Android,Organic,0,22
543,2024-04-14,US,iOS,Influencer,0,8
544,2024-01-30,DE,Android,Facebook Ads,0,15
545,2024-01-17,US,Android,Influencer,0,21
546,2024-04-22,MX,Android,Google Ads,0,24
547,2024-03-02,FR,Android,Google Ads,0,11
548,2024-03-24,BR,iOS,Organic,0,25
549,2024-04-21,CA,Android,Organic,0,33
550,2024-03-26,FR,iOS,Organic,0,15
551,2024-05-20,US,Android,Google Ads,0,17
552,2024-01-19,MX,Android,Facebook Ads,0,17
553,2024-06-25,ES,iOS,Influencer,0,18
554,2024-04-09,CA,Android,Organic,0,19
555,2024-05-19,US,Android,TikTok Ads,0,16
