purchase_id,user_id,purchase_datetime,amount,item_type,currency
147,244,2024-03-31,2.99,small_pack,USD
148,244,2024-04-02,9.99,medium_pack,USD
149,247,2024-05-12,1.99,small_pack,USD
150,247,2024-04-30,4.99,small_pack,USD
151,247,2024-06-19,2.99,small_pack,USD
152,247,2024-04-26,2.99,small_pack,USD
153,247,2024-04-24,14.99,medium_pack,USD
154,247,2024-05-03,19.99,medium_pack,USD
155,247,2024-04-28,2.99,small_pack,USD
156,249,2024-05-18,1.99,small_pack,BRL
157,249,2024-06-04,14.99,medium_pack,BRL
158,249,2024-05-10,14.99,medium_pack,BRL
159,249,2024-06-14,14.99,medium_pack,BRL
160,251,2024-05-20,3.99,small_pack,USD
161,251,2024-05-28,9.99,medium_pack,USD
162,251,2024-05-20,2.99,small_pack,USD
163,251,2024-06-13,2.99,small_pack,USD
164,263,2024-06-25,19.99,medium_pack,USD
165,263,2024-07-15,4.99,small_pack,USD
166,263,2024-06-27,4.99,small_pack,USD
167,263,2024-07-19,9.99,medium_pack,USD
168,263,2024-06-15,19.99,medium_pack,USD
169,274,2024-06-04,14.99,medium_pack,EUR
170,274,2024-06-01,29.99,large_pack,EUR
171,274,2024-06-06,49.99,large_pack,EUR
172,274,2024-08-14,2.99,small_pack,EUR
173,274,2024-06-02,14.99,medium_pack,EUR
174,278,2024-05-19,14.99,medium_pack,EUR
175,278,2024-05-15,3.99,small_pack,EUR
176,281,2024-06-18,4.99,small_pack,USD
177,281,2024-06-24,19.99,medium_pack,USD
178,285,2024-02-05,49.99,large_pack,USD
179,285,2024-02-15,3.99,small_pack,USD
180,285,2024-02-07,3.99,small_pack,USD
181,285,2024-03-15,4.99,small_pack,USD
182,285,2024-02-05,1.99,small_pack,USD
183,286,2024-06-29,1.99,small_pack,EUR
184,286,2024-06-04,4.99,small_pack,EUR
185,286,2024-06-14,1.99,small_pack,EUR
186,286,2024-05-21,14.99,medium_pack,EUR
187,286,2024-06-06,3.99,small_pack,EUR
188,297,2024-06-29,1.99,small_pack,EUR
189,297,2024-04-30,99.99,large_pack,EUR
190,297,2024-04-26,29.99,large_pack,EUR
191,312,2024-03-02,1.99,small_pack,USD
192,312,2024-03-28,3.99,small_pack,USD
193,312,2024-05-08,19.99,medium_pack,USD
194,312,2024-04-10,9.99,medium_pack,USD
195,312,2024-03-01,9.99,medium_pack,USD
196,312,2024-03-01,2.99,small_pack,USD
197,312,2024-03-07,9.99,medium_pack,USD
198,312,2024-03-09,9.99,medium_pack,USD
199,312,2024-03-26,3.99,small_pack,USD
200,322,2024-05-09,2.99,small_pack,MXN
201,322,2024-04-28,14.99,medium_pack,MXN
202,322,2024-04-30,2.99,small_pack,MXN
203,322,2024-05-02,1.99,small_pack,MXN
204,322,2024-05-28,4.99,small_pack,MXN
205,323,2024-01-18,9.99,medium_pack,USD
206,336,2024-05-13,1.99,small_pack,USD
207,336,2024-06-09,1.99,small_pack,USD
208,336,2024-07-15,14.99,medium_pack,USD
209,336,2024-05-20,2.99,small_pack,USD
210,336,2024-05-13,1.99,small_pack,USD
211,336,2024-05-30,3.99,small_pack,USD
212,336,2024-06-20,1.99,small_pack,USD
213,336,2024-05-21,1.99,small_pack,USD
214,336,2024-07-16,99.99,large_pack,USD
215,338,2024-01-27,2.99,small_pack,BRL
216,338,2024-02-04,9.99,medium_pack,BRL
217,338,2024-01-30,19.99,medium_pack,BRL
218,338,2024-02-01,4.99,small_pack,BRL
219,338,2024-02-19,9.99,medium_pack,BRL
220,338,2024-02-29,14.99,medium_pack,BRL
221,338,2024-01-27,3.99,small_pack,BRL
222,342,2024-04-19,4.99,small_pack,USD
223,342,2024-04-13,4.99,small_pack,USD
224,342,2024-05-09,14.99,medium_pack,USD
225,342,2024-06-20,4.99,small_pack,USD
226,342,2024-04-16,1.99,small_pack,USD
227,342,2024-06-03,29.99,large_pack,USD
228,342,2024-05-01,14.99,medium_pack,USD
229,344,2024-01-25,19.99,medium_pack,USD
230,344,2024-02-18,14.99,medium_pack,USD
231,344,2024-02-02,1.99,small_pack,USD
232,344,2024-02-01,4.99,small_pack,USD
233,351,2024-06-29,19.99,medium_pack,EUR
234,351,2024-06-10,49.99,large_pack,EUR
235,351,2024-06-09,14.99,medium_pack,EUR
236,351,2024-07-02,3.99,small_pack,EUR
237,351,2024-06-29,2.99,small_pack,EUR
238,351,2024-06-25,1.99,small_pack,EUR
239,364,2024-06-20,14.99,medium_pack,EUR
240,364,2024-06-15,3.99,small_pack,EUR
241,364,2024-06-14,14.99,medium_pack,EUR
242,364,2024-06-02,19.99,medium_pack,EUR
243,364,2024-07-12,1.99,small_pack,EUR
244,373,2024-04-15,4.99,small_pack,USD
245,373,2024-03-12,3.99,small_pack,USD
246,373,2024-03-09,14.99,medium_pack,USD
247,373,2024-03-09,4.99,small_pack,USD
248,373,2024-04-06,1.99,small_pack,USD
249,388,2024-05-29,9.99,medium_pack,BRL
250,388,2024-06-18,49.99,large_pack,BRL
251,388,2024-06-15,2.99,small_pack,BRL
252,388,2024-06-13,2.99,small_pack,BRL
253,388,2024-07-01,29.99,large_pack,BRL
254,394,2024-06-23,49.99,large_pack,EUR
255,394,2024-06-29,3.99,small_pack,EUR
256,394,2024-06-21,14.99,medium_pack,EUR
257,394,2024-07-01,3.99,small_pack,EUR
258,394,2024-06-18,14.99,medium_pack,EUR
259,394,2024-07-21,29.99,large_pack,EUR
260,407,2024-04-27,2.99,small_pack,BRL
261,407,2024-05-28,14.99,medium_pack,BRL
262,407,2024-04-27,4.99,small_pack,BRL
263,407,2024-04-30,2.99,small_pack,BRL
264,407,2024-05-24,4.99,small_pack,BRL
265,407,2024-05-08,9.99,medium_pack,BRL
266,416,2024-05-10,2.99,small_pack,USD
267,416,2024-07-31,9.99,medium_pack,USD
268,416,2024-05-02,4.99,small_pack,USD
269,416,2024-05-01,2.99,small_pack,USD
270,416,2024-06-02,2.99,small_pack,USD
271,423,2024-05-01,1.99,small_pack,EUR
272,423,2024-03-03,2.99,small_pack,EUR
273,423,2024-03-03,99.99,large_pack,EUR
274,423,2024-03-23,19.99,medium_pack,EUR
275,423,2024-04-05,19.99,medium_pack,EUR
276,423,2024-03-08,2.99,small_pack,EUR
277,436,2024-05-27,1.99,small_pack,USD
278,436,2024-06-19,3.99,small_pack,USD
279,436,2024-05-05,4.99,small_pack,USD
280,436,2024-05-01,14.99,medium_pack,USD
281,440,2024-05-11,9.99,medium_pack,USD
282,440,2024-05-16,3.99,small_pack,USD
283,440,2024-06-19,4.99,small_pack,USD
284,440,2024-05-09,19.99,medium_pack,USD
285,440,2024-06-04,4.99,small_pack,USD
286,440,2024-05-07,49.99,large_pack,USD
287,440,2024-05-06,2.99,small_pack,USD
288,440,2024-05-13,2.99,small_pack,USD
289,450,2024-04-19,29.99,large_pack,USD
290,450,2024-03-20,9.99,medium_pack,USD
291,450,2024-04-11,2.99,small_pack,USD
292,450,2024-03-29,14.99,medium_pack,USD
293,450,2024-03-17,49.99,large_pack,USD
294,450,2024-03-18,2.99,small_pack,USD
295,452,2024-05-29,1.99,small_pack,USD
296,452,2024-06-18,1.99,small_pack,USD
297,452,2024-06-05,19.99,medium_pack,USD
298,452,2024-05-30,4.99,small_pack,USD
299,452,2024-06-06,1.99,small_pack,USD
300,452,2024-05-26,3.99,small_pack,USD
301,458,2024-04-04,1.99,small_pack,MXN
302,458,2024-04-05,2.99,small_pack,MXN
303,458,2024-05-09,4.99,small_pack,MXN
304,460,2024-06-29,3.99,small_pack,USD
305,460,2024-07-14,29.99,large_pack,USD
306,460,2024-06-25,19.99,medium_pack,USD
307,460,2024-07-02,9.99,medium_pack,USD
308,460,2024-07-03,49.99,large_pack,USD
309,460,2024-06-28,1.99,small_pack,USD
310,467,2024-01-26,49.99,large_pack,USD
311,473,2024-08-30,2.99,small_pack,BRL
312,473,2024-05-26,9.99,medium_pack,BRL
313,473,2024-06-19,9.99,medium_pack,BRL
314,473,2024-07-14,1.99,small_pack,BRL
315,475,2024-01-03,1.99,small_pack,USD
316,475,2024-02-05,29.99,large_pack,USD
317,475,2024-01-26,99.99,large_pack,USD
318,475,2024-03-04,49.99,large_pack,USD
319,475,2024-02-06,3.99,small_pack,USD
320,475,2024-01-02,14.99,medium_pack,USD
321,475,2024-01-06,19.99,medium_pack,USD
322,490,2024-02-04,49.99,large_pack,USD
323,490,2024-02-24,19.99,medium_pack,USD
324,490,2024-02-06,4.99,small_pack,USD
325,490,2024-02-15,3.99,small_pack,USD
326,490,2024-02-10,3.99,small_pack,USD
327,490,2024-02-23,2.99,small_pack,USD
328,490,2024-02-03,14.99,medium_pack,USD
329,507,2024-02-29,19.99,medium_pack,EUR
330,507,2024-02-22,19.99,medium_pack,EUR
331,507,2024-02-23,3.99,small_pack,EUR
332,507,2024-02-23,19.99,medium_pack,EUR
333,507,2024-03-21,2.99,small_pack,EUR
334,507,2024-03-25,3.99,small_pack,EUR
335,507,2024-02-18,2.99,small_pack,EUR
336,507,2024-03-22,4.99,small_pack,EUR
337,515,2024-05-27,4.99,small_pack,USD
338,515,2024-04-20,2.99,small_pack,USD
339,515,2024-04-16,1.99,small_pack,USD
340,515,2024-03-31,14.99,medium_pack,USD
341,515,2024-04-21,1.99,small_pack,USD
342,519,2024-06-07,9.99,medium_pack,EUR
343,519,2024-05-30,9.99,medium_pack,EUR
344,519,2024-05-25,9.99,medium_pack,EUR
345,519,2024-06-12,19.99,medium_pack,EUR
346,519,2024-05-31,1.99,small_pack,EUR
347,519,2024-06-03,9.99,medium_pack,EUR
348,519,2024-05-25,3.99,small_pack,EUR
349,519,2024-05-28,3.99,small_pack,EUR
350,536,2024-06-08,4.99,small_pack,USD
351,536,2024-07-05,9.99,medium_pack,USD
352,536,2024-06-25,3.99,small_pack,USD
353,536,2024-06-09,4.99,small_pack,USD
354,536,2024-06-10,14.99,medium_pack,USD
355,536,2024-07-20,2.99,small_pack,USD
356,536,2024-08-04,3.99,small_pack,USD
357,538,2024-01-23,19.99,medium_pack,USD
358,538,2024-01-13,2.99,small_pack,USD
359,538,2024-02-28,9.99,medium_pack,USD
360,538,2024-01-22,99.99,large_pack,USD
361,538,2024-03-07,14.99,medium_pack,USD
362,538,2024-01-12,3.99,small_pack,USD
363,539,2024-06-06,19.99,medium_pack,USD
364,539,2024-04-27,14.99,medium_pack,USD
365,539,2024-04-29,3.99,small_pack,USD
366,539,2024-04-23,4.99,small_pack,USD
367,539,2024-06-05,3.99,small_pack,USD
368,539,2024-06-01,1.99,small_pack,USD
369,539,2024-05-05,2.99,small_pack,USD
370,539,2024-04-28,19.99,medium_pack,USD
371,560,2024-05-07,4.99,small_pack,EUR
372,560,2024-06-07,14.99,medium_pack,EUR
373,560,2024-05-21,3.99,small_pack,EUR
374,560,2024-05-29,19.99,medium_pack,EUR
375,560,2024-05-14,2.99,small_pack,EUR
376,562,2024-04-18,99.99,large_pack,USD
377,562,2024-04-15,9.99,medium_pack,USD
378,562,2024-04-11,14.99,medium_pack,USD
379,562,2024-04-29,3.99,small_pack,USD
380,562,2024-04-05,3.99,small_pack,USD
381,562,2024-03-27,14.99,medium_pack,USD
382,563,2024-05-04,4.99,small_pack,USD
383,563,2024-05-13,99.99,large_pack,USD
384,563,2024-05-03,1.99,small_pack,USD
385,563,2024-05-13,2.99,small_pack,USD
386,563,2024-05-22,19.99,medium_pack,USD
387,563,2024-05-11,3.99,small_pack,USD
388,564,2024-07-12,49.99,large_pack,USD
389,564,2024-06-10,9.99,medium_pack,USD
390,564,2024-06-05,99.99,large_pack,USD
391,564,2024-06-20,49.99,large_pack,USD
392,564,2024-05-31,19.99,medium_pack,USD
393,564,2024-06-16,14.99,medium_pack,USD
394,564,2024-05-26,3.99,small_pack,USD
395,565,2024-05-09,14.99,medium_pack,BRL
396,565,2024-04-27,9.99,medium_pack,BRL
397,565,2024-05-09,2.99,small_pack,BRL
398,565,2024-04-28,14.99,medium_pack,BRL
399,565,2024-05-21,3.99,small_pack,BRL
400,565,2024-05-29,99.99,large_pack,BRL
401,565,2024-07-12,9.99,medium_pack,BRL
402,565,2024-04-27,9.99,medium_pack,BRL
403,565,2024-05-05,1.99,small_pack,BRL
404,567,2024-04-12,9.99,medium_pack,EUR
405,567,2024-04-13,3.99,small_pack,EUR
406,567,2024-04-14,9.99,medium_pack,EUR
407,567,2024-04-21,19.99,medium_pack,EUR
408,573,2024-06-18,2.99,small_pack,USD
409,573,2024-05-30,2.99,small_pack,USD
410,573,2024-06-05,1.99,small_pack,USD
411,573,2024-07-09,1.99,small_pack,USD
412,573,2024-06-21,3.99,small_pack,USD
413,573,2024-06-13,4.99,small_pack,USD
414,573,2024-06-17,2.99,small_pack,USD
415,600,2024-02-04,1.99,small_pack,USD
416,600,2024-02-29,1.99,small_pack,USD
417,600,2024-03-02,3.99,small_pack,USD
418,604,2024-05-17,2.99,small_pack,EUR
419,604,2024-05-25,49.99,large_pack,EUR
420,612,2024-03-09,2.99,small_pack,USD
421,612,2024-02-21,19.99,medium_pack,USD
422,632,2024-01-26,1.99,small_pack,EUR
423,632,2024-01-12,3.99,small_pack,EUR
424,632,2024-02-14,29.99,large_pack,EUR
425,632,2024-01-03,1.99,small_pack,EUR
426,632,2024-01-02,3.99,small_pack,EUR
427,633,2024-05-23,19.99,medium_pack,BRL
428,633,2024-05-26,19.99,medium_pack,BRL
429,633,2024-05-15,4.99,small_pack,BRL
430,633,2024-05-15,2.99,small_pack,BRL
431,655,2024-06-11,2.99,small_pack,BRL
432,655,2024-06-20,1.99,small_pack,BRL
433,655,2024-06-19,2.99,small_pack,BRL
434,655,2024-05-30,19.99,medium_pack,BRL
435,655,2024-06-23,2.99,small_pack,BRL
436,659,2024-06-06,4.99,small_pack,BRL
437,659,2024-06-14,4.99,small_pack,BRL
438,659,2024-05-27,9.99,medium_pack,BRL
439,659,2024-05-22,3.99,small_pack,BRL
440,659,2024-06-25,2.99,small_pack,BRL
441,667,2024-02-12,1.99,small_pack,EUR
442,667,2024-02-24,1.99,small_pack,EUR
443,667,2024-01-23,19.99,medium_pack,EUR
444,667,2024-01-14,9.99,medium_pack,EUR
445,667,2024-01-27,4.99,small_pack,EUR
446,667,2024-01-19,9.99,medium_pack,EUR
447,667,2024-01-26,9.99,medium_pack,EUR
448,667,2024-01-29,3.99,small_pack,EUR
449,667,2024-02-11,1.99,small_pack,EUR
450,667,2024-01-14,1.99,small_pack,EUR
451,679,2024-05-21,2.99,small_pack,EUR
452,679,2024-08-25,3.99,small_pack,EUR
453,679,2024-05-20,14.99,medium_pack,EUR
454,679,2024-05-25,3.99,small_pack,EUR
455,679,2024-07-05,4.99,small_pack,EUR
456,679,2024-06-01,4.99,small_pack,EUR
457,679,2024-06-01,2.99,small_pack,EUR
458,679,2024-06-07,4.99,small_pack,EUR
459,679,2024-06-01,3.99,small_pack,EUR
460,689,2024-05-27,14.99,medium_pack,USD
461,689,2024-06-11,9.99,medium_pack,USD
462,689,2024-05-25,1.99,small_pack,USD
463,689,2024-07-21,2.99,small_pack,USD
464,689,2024-06-05,1.99,small_pack,USD
465,703,2024-02-17,4.99,small_pack,BRL
466,703,2024-03-06,9.99,medium_pack,BRL
467,703,2024-02-26,9.99,medium_pack,BRL
468,703,2024-02-02,9.99,medium_pack,BRL
469,703,2024-02-11,9.99,medium_pack,BRL
470,703,2024-02-12,19.99,medium_pack,BRL
471,705,2024-05-04,3.99,small_pack,MXN
472,705,2024-05-07,3.99,small_pack,MXN
473,705,2024-03-23,2.99,small_pack,MXN
474,705,2024-03-18,2.99,small_pack,MXN
475,705,2024-03-06,29.99,large_pack,MXN
476,705,2024-03-05,1.99,small_pack,MXN
477,711,2024-03-10,9.99,medium_pack,EUR
478,711,2024-04-02,9.99,medium_pack,EUR
479,711,2024-04-11,2.99,small_pack,EUR
480,711,2024-03-26,14.99,medium_pack,EUR
481,711,2024-03-10,14.99,medium_pack,EUR
482,711,2024-03-16,4.99,small_pack,EUR
483,717,2024-04-29,1.99,small_pack,EUR
484,717,2024-04-17,1.99,small_pack,EUR
485,717,2024-04-14,3.99,small_pack,EUR
486,718,2024-04-24,9.99,medium_pack,USD
487,718,2024-06-08,99.99,large_pack,USD
488,718,2024-04-25,1.99,small_pack,USD
489,718,2024-06-29,4.99,small_pack,USD
490,718,2024-05-28,9.99,medium_pack,USD
491,718,2024-04-20,1.99,small_pack,USD
492,729,2024-02-26,99.99,large_pack,USD
493,729,2024-02-26,49.99,large_pack,USD
494,729,2024-03-04,19.99,medium_pack,USD
495,729,2024-03-07,2.99,small_pack,USD
496,730,2024-06-16,9.99,medium_pack,USD
497,730,2024-06-16,3.99,small_pack,USD
498,730,2024-06-17,4.99,small_pack,USD
499,738,2024-06-24,29.99,large_pack,USD
500,738,2024-07-06,3.99,small_pack,USD
501,738,2024-06-22,3.99,small_pack,USD
502,738,2024-06-25,29.99,large_pack,USD
503,738,2024-06-30,9.99,medium_pack,USD
504,750,2024-01-29,3.99,small_pack,USD
505,750,2024-01-24,14.99,medium_pack,USD
506,750,2024-01-21,2.99,small_pack,USD
507,750,2024-01-08,14.99,medium_pack,USD
508,750,2024-01-28,1.99,small_pack,USD
509,750,2024-02-07,2.99,small_pack,USD
510,751,2024-05-09,4.99,small_pack,USD
511,751,2024-05-20,2.99,small_pack,USD
512,758,2024-05-08,29.99,large_pack,USD
513,758,2024-05-03,19.99,medium_pack,USD
514,758,2024-04-30,4.99,small_pack,USD
515,758,2024-04-27,9.99,medium_pack,USD
516,758,2024-05-03,1.99,small_pack,USD
517,758,2024-04-29,4.99,small_pack,USD
518,767,2024-06-17,19.99,medium_pack,USD
519,767,2024-06-19,49.99,large_pack,USD
520,767,2024-06-30,14.99,medium_pack,USD
521,769,2024-03-02,4.99,small_pack,USD
522,769,2024-02-22,1.99,small_pack,USD
523,769,2024-03-24,29.99,large_pack,USD
524,769,2024-02-29,1.99,small_pack,USD
525,769,2024-02-25,29.99,large_pack,USD
526,769,2024-03-08,99.99,large_pack,USD
527,769,2024-04-07,3.99,small_pack,USD
528,769,2024-02-19,19.99,medium_pack,USD
529,794,2024-04-26,1.99,small_pack,BRL
530,794,2024-02-25,1.99,small_pack,BRL
531,794,2024-04-12,29.99,large_pack,BRL
532,794,2024-03-03,2.99,small_pack,BRL
533,811,2024-04-12,19.99,medium_pack,BRL
534,811,2024-05-23,3.99,small_pack,BRL
535,811,2024-04-07,9.99,medium_pack,BRL
536,822,2024-04-02,4.99,small_pack,USD
537,822,2024-03-02,19.99,medium_pack,USD
538,822,2024-03-04,3.99,small_pack,USD
539,822,2024-03-01,14.99,medium_pack,USD
540,829,2024-04-02,2.99,small_pack,USD
541,829,2024-04-17,9.99,medium_pack,USD
542,829,2024-04-02,4.99,small_pack,USD
543,829,2024-04-09,19.99,medium_pack,USD
544,852,2024-04-22,14.99,medium_pack,USD
545,852,2024-05-01,29.99,large_pack,USD
546,852,2024-04-29,3.99,small_pack,USD
547,852,2024-04-13,19.99,medium_pack,USD
548,852,2024-04-26,19.99,medium_pack,USD
549,864,2024-03-01,2.99,small_pack,USD
550,864,2024-03-03,3.99,small_pack,USD
551,864,2024-03-04,49.99,large_pack,USD
552,864,2024-04-19,1.99,small_pack,USD
553,864,2024-03-16,2.99,small_pack,USD
554,864,2024-05-23,2.99,small_pack,USD
555,887,2024-06-19,4.99,small_pack,USD
556,887,2024-05-31,9.99,medium_pack,USD
557,887,2024-05-28,4.99,small_pack,USD
558,887,2024-08-16,4.99,small_pack,USD
559,907,2024-04-20,4.99,small_pack,USD
560,907,2024-04-26,2.99,small_pack,USD
561,907,2024-04-24,4.99,small_pack,USD
562,907,2024-05-08,2.99,small_pack,USD
563,907,2024-04-28,1.99,small_pack,USD
564,912,2024-04-19,2.99,small_pack,MXN
565,912,2024-03-19,4.99,small_pack,MXN
566,912,2024-03-20,9.99,medium_pack,MXN
567,912,2024-03-20,2.99,small_pack,MXN
568,912,2024-04-22,9.99,medium_pack,MXN
569,918,2024-04-15,99.99,large_pack,EUR
570,918,2024-04-15,1.99,small_pack,EUR
571,918,2024-04-18,3.99,small_pack,EUR
572,918,2024-04-03,3.99,small_pack,EUR
573,920,2024-08-19,4.99,small_pack,USD
574,920,2024-06-23,4.99,small_pack,USD
575,922,2024-06-28,4.99,small_pack,USD
576,922,2024-06-05,14.99,medium_pack,USD
577,926,2024-02-17,19.99,medium_pack,EUR
578,926,2024-02-09,1.99,small_pack,EUR
579,926,2024-02-09,14.99,medium_pack,EUR
580,926,2024-02-18,49.99,large_pack,EUR
581,926,2024-04-19,4.99,small_pack,EUR
582,926,2024-02-16,9.99,medium_pack,EUR
583,934,2024-05-28,1.99,small_pack,EUR
584,934,2024-05-03,4.99,small_pack,EUR
585,934,2024-05-13,1.99,small_pack,EUR
586,934,2024-05-14,4.99,small_pack,EUR
587,934,2024-04-28,19.99,medium_pack,EUR
588,934,2024-05-05,1.99,small_pack,EUR
